LT_ND_Grahl_002,,,,,,,,,,,,
SITENAME,DATE,TIME,Salinity,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS4,2018-08-08,10:00,0.7,61.604,0.4,-9999,0.31,0.31,0.12,0.03,1109.167,-9999
SRS5,2018-08-08,10:50,9,57.025,0.75,-9999,2,2,0.23,0.07,1066.667,1.78
SRS6,2018-08-08,11:45,25.7,38.626,1.07,-9999,1.29,1.4,0.19,0.06,598.167,1.21
SRS1d,2018-08-10,12:20,0.2,85.746,0.28,-9999,0.12,0.12,0.11,0.02,1555.833,-9999
SRS2,2018-08-10,10:30,0.2,65.168,0.26,-9999,0.08,0.08,0.1,0.02,1224.167,-9999
SRS3,2018-08-10,9:30,0.2,57.878,0.35,-9999,0.37,0.37,0.11,0.03,1008.333,-9999
SRS4,2018-09-10,10:00,0.7,51.256,0.57,-9999,1.65,0.31,0.1,0.02,983.333,-9999
SRS5,2018-09-10,11:30,13.3,48.075,0.76,-9999,1.67,1.68,0.23,0.04,915,1.45
SRS6,2018-09-10,12:30,24.6,34.159,0.87,-9999,2.58,2.04,0.26,0.16,691.333,1.78
SRS1d,2018-09-13,12:50,0.2,61.425,0.51,-9999,1.37,0.27,0.09,0.02,1150.833,-9999
SRS2,2018-09-13,10:20,0.2,40.952,0.46,-9999,0.98,0.19,0.09,0.03,1075.833,-9999
SRS3,2018-09-13,9:15,0.2,39.871,0.52,-9999,1.71,0.48,0.09,0.04,906.667,-9999
SRS4,2018-10-11,10:25,0.6,55.262,0.36,-9999,1.2,0.96,0.14,0.06,821.583,-9999
SRS5,2018-10-11,11:30,9.4,52.046,0.63,-9999,1.15,2.07,0.22,0.1,822.417,1.85
SRS6,2018-10-11,12:15,19,46.049,0.8,-9999,2.04,3.35,0.33,0.19,736.417,3.02
SRS1d,2018-10-15,8:12,0.2,92.576,0.23,-9999,2.47,0.14,0.08,0.04,1380.833,-9999
SRS2,2018-10-15,12:15,0.2,62.005,0.22,-9999,0.99,0.12,0.07,0.05,991.667,-9999
SRS3,2018-10-15,10:15,0.2,54.181,0.27,-9999,1.17,0.82,0.12,0.04,780.167,-9999
SRS1d,2018-11-01,12:40,0.2,40.373,0.35,-9999,1.76,0.2,0.1,0.04,1671.667,-9999
SRS2,2018-11-01,10:30,0.2,64.415,0.2,-9999,0.81,0.22,0.09,0.04,1236.667,-9999
SRS3,2018-11-01,9:20,0.2,56.162,0.24,-9999,2.51,1.43,0.1,0.03,982.5,-9999
SRS4,2018-11-05,9:00,1.2,27.616,0.36,-9999,1.41,0.7,0.1,0.04,1083.333,-9999
SRS5,2018-11-05,10:10,2.3,36.126,0.41,-9999,0.84,1.5,0.15,0.04,919.167,-9999
SRS6,2018-11-05,10:15,17.6,37.075,0.78,-9999,2.15,4.3,0.33,0.14,714.5,3.97
SRS4,2018-12-04,9:45,3.7,60.319,0.57,-9999,1.27,1.36,0.1,0.05,1113.333,-9999
SRS5,2018-12-04,10:50,15.3,45.373,0.6,-9999,0.64,2.61,0.16,0.08,970.833,-9999
SRS6,2018-12-04,12:00,26.1,34.764,0.75,-9999,1.4,4.05,0.26,0.25,609.25,3.79
SRS1d,2018-12-06,12:50,0.3,138.655,1.05,-9999,41.9,0.2,0.07,0.02,1467.5,-9999
SRS2,2018-12-06,10:40,0.3,79.78,0.81,-9999,4.31,2.73,0.12,0.06,1425.833,-9999
SRS3,2018-12-06,9:10,0.3,72.666,0.98,-9999,5.5,3.49,0.09,0.07,1120.833,-9999
SRS1d,2019-01-08,14:15,0.3,84.79,0.78,-9999,12.99,0.44,0.1,0.06,1957.5,0.34
SRS2,2019-01-08,11:30,0.3,58.086,0.76,-9999,4.75,4.43,0.15,0.06,1571.667,4.29
SRS3,2019-01-08,10:15,0.3,62.496,0.71,-9999,12.68,6.23,0.14,0.07,1271.667,6.09
SRS4,2019-01-14,10:00,2.7,58.075,0.57,-9999,5.04,2.99,0.24,0.04,1349.167,2.75
SRS5,2019-01-14,11:50,17.7,44.135,0.6,-9999,0.5,2.72,0.14,0.06,980.833,2.58
SRS6,2019-01-14,13:00,25.4,36.497,0.63,-9999,1.03,3.46,0.21,0.23,686.75,3.25
SRS1d,2019-02-05,12:30,0.2,117.421,0.35,-9999,13.94,0.63,0.13,0.02,1607.5,-9999
SRS2,2019-02-05,10:10,0.2,94.042,0.27,-9999,5.07,5.48,0.18,0.02,1535.833,5.3
SRS3,2019-02-05,9:25,0.3,90.17,0.34,-9999,14.91,7.17,0.2,0.02,852.5,6.97
SRS4,2019-02-14,10:10,3.5,74.224,0.56,-9999,5.75,3.1,0.22,0.02,1044.167,2.88
SRS5,2019-02-14,11:00,10.5,62.248,0.57,-9999,1.28,3.78,0.27,0.01,1171.667,3.51
SRS6,2019-02-14,11:55,21.7,34.586,0.65,-9999,1.47,3.29,0.23,0.12,840.833,3.06
SRS4,2019-03-11,10:00,8.2,54.811,0.71,-9999,0.7,0.99,0.09,0.01,1308.333,-9999
SRS5,2019-03-11,10:50,25.1,36.623,0.74,-9999,0.38,3.34,0.22,0.06,828.25,3.12
SRS6,2019-03-11,11:45,29,45.704,0.83,-9999,1.33,4.58,0.3,0.19,650.833,4.28
SRS1d,2019-03-13,13:02,0.3,86.812,0.78,-9999,1.91,0.37,0.06,0.01,1741.667,-9999
SRS2,2019-03-13,10:20,0.3,126.742,0.79,-9999,1.04,0.4,0.07,0.01,1885.833,-9999
SRS3,2019-03-13,9:15,0.3,132.087,1.18,-9999,35.11,1.93,0.24,0.02,1628.333,1.69
SRS1d,2019-04-03,10:45,0.3,105.606,0.45,-9999,4.57,0.16,0.05,0.02,2024.167,0.11
SRS2,2019-04-03,10:00,0.3,125.83,0.5,-9999,1.15,0.16,0.09,0.03,2349.167,0.07
SRS3,2019-04-03,9:20,0.4,91.647,0.84,-9999,2.17,3.33,0.28,0,1735.833,3.04
SRS4,2019-04-11,9:50,15.1,52.223,0.57,-9999,0.7,0.75,0.16,0.06,1245,0.58
SRS5,2019-04-11,10:50,27.3,41.949,0.87,-9999,1.58,2.69,0.32,0.21,767.25,2.37
SRS6,2019-04-11,11:40,29.9,38.845,0.9,-9999,2.69,4.21,0.56,0.28,605.833,3.66
SRS1d,2019-05-06,11:30,0.4,153.388,0.67,-9999,2.86,0.13,0.08,0.01,1227.5,-9999
SRS2,2019-05-06,10:00,0.2,107.352,0.91,-9999,0.93,0.11,0.08,0.01,1718.333,-9999
SRS3,2019-05-06,9:00,0.4,101.863,1.01,-9999,2.23,0.98,0.14,0.05,1865,-9999
SRS4,2019-05-14,9:15,15.4,53.661,0.75,-9999,0.13,0.46,0.1,0.21,1291.667,-9999
SRS5,2019-05-14,10:15,26.7,41.895,0.86,-9999,1.19,3.03,0.41,0.39,873.333,2.61
SRS6,2019-05-14,11:00,31.7,39.637,0.85,-9999,2.01,3.56,0.42,0.39,592.25,3.14
SRS4,2019-06-03,9:30,18.4,58.571,0.6,-9999,0.87,0.17,0.07,0.01,1320.833,-9999
SRS5,2019-06-03,10:04,32.4,40.714,0.74,-9999,1.29,1.07,0.25,0.11,763,0.82
SRS6,2019-06-03,10:35,33.8,40,0.92,-9999,2.44,1.19,0.23,0.15,641.917,0.96
SRS1d,2019-06-06,10:35,0.3,113.571,0.33,-9999,2.82,0.1,0.08,0.02,1915.833,-9999
SRS2,2019-06-06,9:40,0.3,113.571,0.44,-9999,1.59,0.07,0.06,0.02,1956.667,-9999
SRS3,2019-06-06,9:00,1.4,96.429,0.89,-9999,1.85,0.29,0.07,0.04,1654.167,-9999
SRS1d,2019-07-01,13:10,0.3,85,0.31,-9999,1.16,0.04,0.06,-9999,1565.833,-9999
SRS2,2019-07-01,10:45,0.2,65.476,0.25,-9999,0.94,0.02,0.08,-9999,1205.833,-9999
SRS3,2019-07-01,9:15,0.2,54.286,0.29,-9999,0.64,0.57,0.05,-9999,930,-9999
SRS4,2019-07-16,9:35,1.6,60.238,0.52,-9999,0.82,0.22,0.08,-9999,1093.333,-9999
SRS5,2019-07-16,11:40,20.7,55.714,0.61,-9999,0.51,0.41,0.12,-9999,1147.5,-9999
SRS6,2019-07-16,11:40,20.7,53.81,1.13,-9999,4.16,6.05,0.6,0.16,936.667,5.45
SRS4,2019-08-05,9:30,4.1,42.143,0.48,-9999,0.85,0.26,0.07,-9999,1041.667,-9999
SRS5,2019-08-05,11:30,22.7,32.857,0.84,-9999,1.08,0.99,0.14,0.05,730.917,0.85
SRS6,2019-08-05,12:00,27.3,28.571,0.83,-9999,1.54,1.81,0.2,0.08,582.917,1.61
SRS1d,2019-08-06,13:00,0.3,83.571,0.22,-9999,0.96,-9999,0.06,-9999,1484.167,-9999
SRS2,2019-08-06,10:40,0.2,63.571,0.17,-9999,1.03,-9999,0.07,-9999,1171.667,-9999
SRS3,2019-08-06,9:05,0.2,42.143,0.24,-9999,0.68,0.31,0.09,-9999,825.25,-9999
SRS1d,2019-09-10,12:00,0.3,88.571,0.44,-9999,0.88,0.61,0.05,-9999,1427.5,-9999
SRS2,2019-09-10,10:00,0.2,58.571,0.54,-9999,0.57,0.06,0.05,-9999,1189.167,-9999
SRS3,2019-09-10,8:35,0.2,57.143,0.53,-9999,0.54,0.38,0.05,-9999,934.167,-9999
SRS4,2019-09-12,11:40,0.9,62.857,0.72,-9999,0.54,0.11,0.04,-9999,1180,-9999
SRS5,2019-09-12,11:00,1.5,58.571,0.67,-9999,0.47,0.27,0.07,-9999,1141.667,-9999
SRS6,2019-09-12,9:50,10,50.714,0.77,-9999,0.71,1.08,0.13,-9999,1015.833,-9999
SRS4,2019-10-01,9:40,8.4,54.048,0.6,-9999,0.42,0.74,0.09,0.02,1168.333,0.65
SRS5,2019-10-01,10:30,20,45.714,0.69,-9999,0.47,0.39,0.1,0.04,923.333,0.3
SRS6,2019-10-01,11:30,24.8,40,0.85,-9999,0.43,0.44,0.11,0.05,746,0.34
SRS1d,2019-10-07,7:25,0.3,99.286,0.83,-9999,2.44,0.1,0.07,-9999,1872.5,0.03
SRS2,2019-10-07,11:00,0.2,73.81,0.59,-9999,0.8,0.11,0.07,0,1528.333,0.05
SRS3,2019-10-07,9:30,0.2,61.19,0.57,-9999,1.44,1.63,0.12,-9999,1092.5,1.52
SRS1d,2019-11-06,12:50,0.3,90.714,0.53,-9999,1.33,0.02,0.05,-9999,1690.833,-9999
SRS2,2019-11-06,9:50,0.3,74.286,0.56,-9999,0.87,0.13,0.06,-9999,1551.667,-9999
SRS3,2019-11-06,8:45,0.2,64.286,0.53,-9999,1.07,1.82,0.09,-9999,1164.167,-9999
SRS4,2019-11-12,9:30,1.2,63.333,0.53,-9999,0.44,0.05,0.08,-9999,1270,-9999
SRS5,2019-11-12,10:20,14.5,52.857,0.8,-9999,0.7,2.08,0.22,0.09,1155,1.86
SRS6,2019-11-12,11:10,22.5,44.048,0.86,-9999,1.29,4.03,0.28,0.22,871.667,3.75
SRS1d,2019-12-10,13:00,0.4,66.667,0.44,-9999,13.17,0.19,0.07,-9999,1815,0.12
SRS2,2019-12-10,10:50,0.3,56.352,0.47,-9999,1.29,1.1,0.09,0.01,1774.167,1.01
SRS3,2019-12-10,9:20,0.3,70.938,0.57,-9999,1.91,2.51,0.07,0,1405,2.43
SRS4,2019-12-12,9:30,2.9,42.381,0.51,-9999,0.1,1,0.05,0.03,1355.833,0.95
SRS5,2019-12-12,11:00,5,56.258,0.55,-9999,0.78,0.19,0.08,0,1388.333,0.11
SRS6,2019-12-12,12:45,21,42.41,0.66,-9999,0.91,0.95,0.15,0.1,971.667,0.81
SRS1d,2020-01-07,13:10,0.3,147.143,0.81,-9999,49.68,0.11,0.07,0.01,1962.5,-9999
SRS2,2020-01-07,10:20,0.3,78.81,1.3,-9999,2.14,1.67,0.08,0.01,1650.833,-9999
SRS3,2020-01-07,9:30,0.3,73.333,0.65,-9999,1.59,2.66,0.07,-9999,1520.833,-9999
SRS4,2020-01-09,9:40,2.6,66.905,0.7,-9999,2.14,1.05,0.13,0.01,1403.333,-9999
SRS5,2020-01-09,10:20,4.1,61.19,0.7,-9999,0.92,1.1,0.15,0.01,1354.167,-9999
SRS6,2020-01-09,11:05,13.9,48.81,0.69,-9999,0.6,1.23,0.15,0,1136.667,-9999
SRS1d,2020-02-05,11:55,0.3,121.905,0.27,-9999,21.76,0.64,0.1,0,1726.667,-9999
SRS2,2020-02-05,10:10,0.2,73.333,0.21,-9999,0.88,4.34,0.13,0,1412.5,-9999
SRS3,2020-02-05,9:20,0.3,80.476,0.27,-9999,1.79,5.21,0.1,-9999,1477.5,-9999
SRS4,2020-02-12,9:30,4.1,63.333,0.45,-9999,1.75,1.63,0.23,0.01,1364.167,1.4
SRS5,2020-02-12,10:40,16.4,46.19,0.61,-9999,-9999,0.96,0.07,-9999,1100,-9999
SRS6,2020-02-12,11:25,25.5,37.143,0.67,-9999,0.12,0.9,0.1,0.08,750.333,-9999
SRS1d,2020-03-09,12:00,0.4,148.81,0.82,-9999,28.74,0.25,0.11,0.01,2181.667,-9999
SRS2,2020-03-09,10:30,0.3,87.619,0.77,-9999,1.05,0.12,0.07,0.01,1730,-9999
SRS3,2020-03-09,9:35,0.3,85,0.81,-9999,5.64,2.47,0.13,0.02,1556.667,-9999
SRS4,2020-03-11,9:40,7.9,61.667,0.6,-9999,0.91,1.44,0.14,0.01,1382.5,-9999
SRS5,2020-03-11,10:30,22.6,44.048,0.7,-9999,0.28,1.06,0.12,0.01,1003.333,-9999
SRS6,2020-03-11,11:30,26.9,38.571,0.88,-9999,0.73,1.55,0.18,0.13,762.167,1.36
SRS4,2020-05-21,9:15,19.3,56.905,0.73,-9999,0.55,1.47,0.11,0.04,1328.333,1.36
SRS5,2020-05-21,10:10,29,46.429,0.87,-9999,1.06,3.77,0.51,0.18,1005.833,3.26
SRS6,2020-05-21,11:30,33,37.619,0.64,-9999,0.81,2.38,0.3,0.12,738.75,2.08
SRS1d,2020-05-29,10:00,0.2,130.714,1.02,-9999,34.28,5.89,1.04,0,1324.167,4.84
SRS3,2020-05-29,9:00,0.5,115.952,1.12,-9999,0.7,0.27,0.11,0.03,2159.167,0.17
SRS4,2020-06-09,9:45,14.5,57.143,0.89,-9999,0.42,0.65,0.1,0.02,1322.5,-9999
SRS5,2020-06-09,10:30,25.8,48.81,0.88,-9999,1.02,3.35,0.43,0.18,960.833,2.93
SRS6,2020-06-09,11:40,31.2,41.429,1.03,-9999,1.26,5.15,0.53,0.22,650.5,4.62
SRS1d,2020-06-15,11:30,0.3,87.143,0.47,-9999,0.81,0.26,0.06,0.02,1571.667,-9999
SRS2,2020-06-15,10:00,0.2,111.667,0.54,-9999,0.94,0.26,0.08,0.03,1980.833,-9999
SRS3,2020-06-15,9:00,0.5,107.143,0.79,-9999,3,0.83,0.14,0.02,1978.333,-9999
SRS4,2020-07-02,10:10,7.3,59.524,0.65,-9999,0.36,0.24,0.05,-9999,1478.333,-9999
SRS5,2020-07-02,11:15,24.9,43.81,0.88,-9999,0.45,1.63,0.17,0.11,1018.333,1.47
SRS6,2020-07-02,12:30,33.3,29.762,0.94,-9999,0.54,1.05,0.15,0.15,516.25,-9999
SRS1d,2020-07-15,11:50,0.3,88.333,0.49,-9999,0.65,0.14,0.08,-9999,1800,-9999
SRS2,2020-07-15,9:50,0.3,87.381,0.65,-9999,0.54,0.11,0.08,-9999,1840.833,-9999
SRS3,2020-07-15,8:50,0.2,60.476,0.59,-9999,0.49,0.41,0.06,-9999,1116.667,-9999
SRS4,2020-08-04,10:30,1.3,44.625,1.1,-9999,0.21,0.35,0.09,0.01,1120,-9999
SRS5,2020-08-04,11:40,12.2,38.733,1.02,-9999,0.94,1.37,0.2,0.05,1059.167,-9999
SRS6,2020-08-04,12:20,24.2,32.826,0.87,-9999,0.46,0.42,0.06,0.06,721.25,-9999
SRS1d,2020-08-26,12:40,0.3,63.488,0.71,-9999,0.27,0.04,0.08,-9999,1701.667,-9999
SRS2,2020-08-26,10:50,0.2,84.286,1.25,-9999,0.28,0.06,0.12,-9999,1460,-9999
SRS3,2020-08-26,9:15,0.2,29.767,0.95,-9999,4.72,0.22,0.12,0,913.333,-9999
SRS1d,2020-09-09,11:40,0.3,61.845,0.96,-9999,1.59,0.06,0.06,-9999,1610.833,-9999
SRS2,2020-09-09,9:40,0.2,44.713,1.05,-9999,0.47,0.13,0.1,-9999,1370,0.04
SRS3,2020-09-09,8:40,0.2,40.104,0.66,-9999,0.6,0.14,0.09,-9999,1076.667,0.06
SRS4,2020-09-15,9:40,0.3,53.095,0.68,-9999,0.49,0.05,0.06,-9999,913.333,-9999
SRS5,2020-09-15,10:40,1.1,59.524,0.97,-9999,0.65,0.34,0.08,-9999,1058.333,0.26
SRS6,2020-09-15,11:30,14.3,37.49,1.2,-9999,2.24,4.16,0.44,0.09,887.5,3.73
SRS4,2020-10-01,9:40,0.4,36.344,0.28,-9999,0.59,0.59,0.06,0.01,1024.167,0.53
SRS5,2020-10-01,10:45,1,42.378,1.12,-9999,0.57,0.37,0.1,0.01,1154.167,0.27
SRS6,2020-10-01,10:45,23.3,38.412,0.73,-9999,0.4,0.7,0.08,0.03,1086.667,0.62
SRS1d,2020-10-05,7:50,0.2,60.39,0.85,-9999,1.95,0.44,0.06,-9999,1350,0.37
SRS2,2020-10-05,12:00,0.2,45.332,0.6,-9999,0.44,0.12,0.08,-9999,1329.167,0.04
SRS3,2020-10-05,9:40,0.2,43.055,0.71,-9999,0.77,0.11,0.09,0.01,1118.333,0.02
SRS1d,2020-11-02,13:30,0.2,47.363,0.97,-9999,1.14,0.15,0.07,-9999,1415,-9999
SRS2,2020-11-02,10:15,0.2,36.121,0.79,-9999,0.5,0.07,0.06,-9999,1182.5,-9999
SRS3,2020-11-02,8:50,0.2,37.289,0.69,-9999,0.34,0.16,0.06,-9999,916.667,-9999
SRS4,2020-11-23,9:30,0.3,24.918,0.65,-9999,0.66,0.52,0.07,-9999,850.833,-9999
SRS5,2020-11-23,10:20,3.3,40.87,0.84,-9999,1.04,1.55,0.04,0.01,938.333,-9999
SRS6,2020-11-23,10:40,14.8,33.513,0.96,-9999,0.83,1.35,0.1,0.08,778.833,-9999
SRS1d,2020-12-08,12:05,0.2,66.429,0.57,-9999,0.54,-9999,0.07,0.01,1080,-9999
SRS2,2020-12-08,9:35,0.2,36.942,1.22,-9999,0.3,-9999,0.04,-9999,1136.667,-9999
SRS3,2020-12-08,8:40,0.1,37.096,0.69,-9999,0.58,0.08,0.08,0.01,976.667,-9999
SRS4,2020-12-10,9:40,0.4,65.714,0.73,-9999,1.08,0.34,0.06,0,928.333,-9999
SRS5,2020-12-10,11:00,2,67.381,0.75,-9999,0.35,0.47,0.06,-9999,1002.5,-9999
SRS6,2020-12-10,11:30,8.3,60.714,0.73,-9999,0.3,1.7,0.11,0,860,-9999
SRS3,2021-01-11,9:20,0.2,68.81,0.54,-9999,0.66,0.05,0.04,0.03,1106.667,-9999
SRS2,2021-01-11,10:45,0.2,69.286,1.11,-9999,0.63,-9999,0.04,0.03,1219.167,-9999
SRS1d,2021-01-11,13:00,0.2,71.19,0.62,-9999,0.46,0.03,0.03,0.03,1130.833,-9999
SRS4,2021-01-13,10:00,0.8,68.095,0.52,-9999,0.87,0.85,0.06,0.02,1133.333,-9999
SRS5,2021-01-13,11:00,1.7,61.429,0.67,-9999,0.8,0.35,0.06,0.03,1166.667,-9999
SRS6,2021-01-13,11:50,7,53.214,0.6,-9999,0.56,0.32,0.08,0.03,1060.833,-9999
SRS4,2021-02-03,9:45,1,66.667,0.62,-9999,0.89,1.25,0.08,0.03,1237.5,-9999
SRS5,2021-02-03,10:30,15,46.071,0.74,-9999,0.59,0.4,0.09,0.03,948.333,-9999
SRS6,2021-02-03,11:15,23.9,32.857,0.94,-9999,0,0.19,0,-9999,616.833,-9999
SRS3,2021-02-08,8:55,0.3,70.238,0.06,-9999,0.47,0.05,0.05,0.01,1273.333,-9999
SRS2,2021-02-08,9:45,0.3,73.81,0.82,-9999,0.7,0.03,0.04,0,1417.5,-9999
SRS1d,2021-02-08,11:30,0.3,80.952,0.75,-9999,0.53,0.14,0.05,0.03,1522.5,-9999
SRS3,2021-03-01,8:34,0.3,81.429,0.73,-9999,0.58,0.34,0.06,0,1395.833,-9999
SRS2,2021-03-01,9:50,0.3,90.238,0.51,-9999,1,0.05,0.06,0,1592.5,-9999
SRS1d,2021-03-01,11:35,0.3,101.905,1.01,-9999,0.76,0.11,0.06,-9999,1745.833,-9999
SRS4,2021-03-11,9:50,2.9,80.714,0.81,-9999,3.19,0.94,0.14,0,1504.167,-9999
SRS5,2021-03-11,10:40,4.5,80.714,0.66,-9999,1.98,1.4,0.14,0,1500,-9999
SRS6,2021-03-11,11:40,18.6,49.524,0.72,-9999,0.85,1.77,0.16,0.05,935,-9999
SRS3,2021-04-12,9:15,0.4,99.048,0.47,-9999,0.54,1.21,0.14,-9999,5731.492,-9999
SRS2,2021-04-12,10:10,0.4,101.429,0.42,-9999,0.5,0.14,0.07,0,5549.825,-9999
SRS1d,2021-04-12,11:15,0.3,97.619,0.42,-9999,1.35,0.26,0.06,-9999,5403.158,-9999
SRS4,2021-04-19,9:40,8.4,71.19,0.72,-9999,1.03,0.1,0.08,-9999,5832.325,-9999
SRS5,2021-04-19,10:30,28.6,36.19,0.86,-9999,0.3,0.61,0.1,0.06,4462.442,-9999
SRS6,2021-04-19,11:10,32,28.095,0.82,-9999,1,1.16,0.2,0.2,3682.442,0.96
SRS3,2021-05-05,8:40,0.4,85.714,0.93,-9999,1.18,0.66,0.08,-9999,2034.731,-9999
SRS2,2021-05-05,10:00,0.3,95.238,1.05,-9999,0.43,0.07,0.04,0,2225.397,-9999
SRS1d,2021-05-05,12:15,0.4,122.5,0.86,-9999,4.69,0.08,0.04,-9999,2390.064,-9999
SRS4,2021-05-18,9:50,5.7,69.524,0.86,-9999,0.41,0.07,0.05,0,1812.064,-9999
SRS5,2021-05-18,10:40,19.9,47.143,0.68,-9999,0.9,1.27,0.23,0.08,1043.064,1.04
SRS6,2021-05-18,11:20,31.6,32.619,0.85,-9999,1.27,2.02,0.26,0.33,714.064,1.76
SRS3,2021-06-03,8:50,0.5,120.238,0.85,-9999,6.04,1.85,0.25,0,2196.067,1.6
SRS2,2021-06-03,10:30,0.4,113.095,0.94,-9999,2.32,0.13,0.08,0,2349.733,0.05
SRS1d,2021-06-03,12:15,0.3,130.952,0.73,-9999,7.26,0.17,0.1,0.03,1955.4,0.07
SRS4,2021-06-08,9:30,14.9,64.286,0.74,-9999,0.52,0.14,0.08,0,1614.4,0.06
SRS5,2021-06-08,12:50,28,42.143,0.66,-9999,0.44,1.07,0.2,0.02,1039.733,0.87
SRS6,2021-06-08,13:20,34.2,32.381,0.87,-9999,0.66,1.82,0.26,0.24,586.067,1.56
SRS3,2021-07-13,8:35,0.3,65.952,0.71,-9999,0.28,0.31,0.06,-9999,1435,0.24
SRS1d,2021-07-13,12:10,0.3,63.571,0.63,-9999,1.35,0.34,0.04,-9999,1176.667,0.31
SRS4,2021-07-15,9:40,2.9,64.286,0.74,-9999,0.4,0.15,0.09,-9999,1530.833,0.06
SRS5,2021-07-15,10:20,17.9,45,0.81,-9999,0.27,0.78,0.13,0.44,1247.5,0.65
SRS6,2021-07-15,11:00,26.5,36.19,0.84,-9999,0.33,0.95,0.17,0.43,859.167,0.78
SRS2,2021-07-16,8:30,0.3,77.143,0.87,-9999,3.34,0.17,0.1,-9999,1621.667,0.07
SRS3,2021-08-02,9:20,0.3,65.714,0.66,-9999,0.99,1.06,0.11,0.08,1530,0.95
SRS2,2021-08-02,14:30,0.2,56.905,0.87,-9999,1.16,0.14,0.06,0.1,1264.167,0.08
SRS1d,2021-08-02,17:00,0.3,94.524,1.11,-9999,1.3,0.1,0.07,0.17,2140.833,0.03
SRS4,2021-08-04,9:40,4.8,53.81,0.66,-9999,0.72,0.1,0.09,0.12,1488.333,0.01
SRS5,2021-08-04,10:30,18.6,43.333,0.89,-9999,1.3,1.49,0.27,0.16,1215,1.23
SRS6,2021-08-04,11:30,30.9,31.429,0.96,-9999,1.96,2.61,0.39,0.37,700.167,2.23
SRS3,2021-09-01,8:20,0.2,54.524,0.61,-9999,0.61,0.41,0.09,0.11,1161.667,-9999
SRS2,2021-09-01,10:20,0.2,56.667,1.13,-9999,0.58,-9999,0.08,0.16,1352.5,-9999
SRS1d,2021-09-01,12:45,0.4,100.714,0.94,-9999,2.02,-9999,0.09,0.18,1955.833,-9999
SRS4,2021-09-21,9:45,1.9,48.571,0.73,-9999,0.53,-9999,0.12,0.11,1230.833,-9999
SRS5,2021-09-21,11:30,5.2,49.524,0.77,-9999,1.18,1.06,0.2,0.12,1278.333,0.85
SRS6,2021-09-21,12:40,27.1,34.762,0.87,-9999,1.32,2.97,0.36,0.31,827.25,2.6
SRS1d,2021-10-04,8:05,0.3,76.429,1.11,-9999,2.92,0.18,0.07,0,1425.833,-9999
SRS2,2021-10-04,11:05,0.2,67.143,1.32,-9999,0.66,0.02,0.07,-9999,1440,-9999
SRS3,2021-10-04,10:15,0.2,62.857,0.73,-9999,0.64,0.25,0.08,0,1248.333,-9999
SRS4,2021-10-06,9:30,0.7,55,1.08,-9999,0.47,0.7,0.08,-9999,1186.667,-9999
SRS5,2021-10-06,10:30,13.7,46.429,0.94,-9999,0.73,0.94,0.16,0.04,1115,-9999
SRS6,2021-10-06,11:55,25.8,35.952,0.74,-9999,0.62,1.16,0.18,0.1,793.167,0.98
SRS3,2021-11-01,9:20,0.3,70.476,0.68,-9999,0.71,0.92,0.12,-9999,1396.667,-9999
SRS2,2021-11-01,11:40,0.3,84.762,1.02,-9999,2.12,0.27,0.11,-9999,1610.833,-9999
SRS1d,2021-11-01,14:20,0.3,91.905,1,-9999,3.23,0.19,0.08,-9999,1675.833,-9999
SRS4,2021-11-08,10:00,1.9,57.619,0.78,-9999,0.86,3.42,0.07,-9999,1220.833,-9999
SRS5,2021-11-08,11:07,6.8,50.952,0.74,-9999,0.98,0.91,0.12,-9999,1188.333,-9999
SRS6,2021-11-08,12:10,18.3,41.19,0.72,-9999,0.68,2.39,0.2,0.01,944.167,2.2
SRS3,2021-12-01,9:15,0.3,76.667,0.49,-9999,0.58,0.68,0.09,0.03,1265.833,-9999
SRS2,2021-12-01,10:10,0.3,75.238,0.74,-9999,1.54,0.25,0.05,-9999,1325.833,-9999
SRS1d,2021-12-01,12:20,0.3,82.143,0.6,-9999,1.03,0.18,0.06,-9999,1446.667,-9999
SRS4,2021-12-06,9:40,0.7,70.238,0.65,-9999,0.86,0.9,0.08,-9999,1230,-9999
SRS5,2021-12-06,10:30,13.3,49.524,0.65,-9999,0.47,0.29,0.08,-9999,1040.833,-9999
SRS6,2021-12-06,11:15,22.7,90.952,0.55,-9999,0.66,0.11,0.07,-9999,728.583,-9999
